58940211,109927629
55628843,83923950
185877972,98952740
168320543,86413780
61675647,82459175
165441702,70684542
169655382,83779796
78906258,84788846
50731950,89017815
193734937,80900407
150125576,107100525
142585103,96835752
195118667,87045546
108809380,100760469
192480011,84544525
195563569,72956630
66605216,73281983
121601878,109383649
62689322,72380862
60818979,81710240
66936520,68892035
195832211,75824971
46495181,97267183
193386319,89528753
166541565,72704067
196648033,75406769
199303862,77212186
138104526,73145485
195722207,84985478
140746611,98299322
63090992,113583836
143981215,102172761
80383653,75021470
39218915,87847639
166986425,84653271
47060829,97025481
169002187,83437691
126913155,98111905
164743676,74625683
